,0
0.0,255
2.2675736961451248e-05,255
4.5351473922902495e-05,255
6.802721088435374e-05,255
9.070294784580499e-05,255
0.00011337868480725624,255
0.00013605442176870748,255
0.00015873015873015873,255
0.00018140589569160998,255
0.00020408163265306123,255
0.00022675736961451248,255
0.00024943310657596373,255
0.00027210884353741496,255
0.00029478458049886624,255
0.00031746031746031746,255
0.0003401360544217687,255
0.00036281179138321996,255
0.0003854875283446712,255
0.00040816326530612246,255
0.0004308390022675737,255
0.00045351473922902497,255
0.0004761904761904762,255
0.0004988662131519275,255
0.0005215419501133786,255
0.0005442176870748299,255
0.0005668934240362812,255
0.0005895691609977325,255
0.0006122448979591836,255
0.0006349206349206349,255
0.0006575963718820862,255
0.0006802721088435374,255
0.0007029478458049886,255
0.0007256235827664399,255
0.0007482993197278912,255
0.0007709750566893424,255
0.0007936507936507937,255
0.0008163265306122449,255
0.0008390022675736961,255
0.0008616780045351474,255
0.0008843537414965987,255
0.0009070294784580499,255
0.0009297052154195011,255
0.0009523809523809524,255
0.0009750566893424037,255
0.000997732426303855,255
0.0010204081632653062,255
0.0010430839002267573,255
0.0010657596371882086,255
0.0010884353741496598,255
0.0011111111111111111,255
0.0011337868480725624,255
0.0011564625850340137,255
0.001179138321995465,255
0.001201814058956916,255
0.0012244897959183673,255
0.0012471655328798186,255
0.0012698412698412698,255
0.0012925170068027211,255
0.0013151927437641724,255
0.0013378684807256237,255
0.0013605442176870747,255
0.001383219954648526,255
0.0014058956916099773,255
0.0014285714285714286,255
0.0014512471655328798,255
0.0014739229024943311,255
0.0014965986394557824,255
0.0015192743764172335,255
0.0015419501133786847,255
0.001564625850340136,255
0.0015873015873015873,255
0.0016099773242630386,255
0.0016326530612244899,255
0.0016553287981859411,255
0.0016780045351473922,255
0.0017006802721088435,255
0.0017233560090702948,255
0.001746031746031746,255
0.0017687074829931973,255
0.0017913832199546486,255
0.0018140589569160999,255
0.001836734693877551,255
0.0018594104308390022,255
0.0018820861678004535,255
0.0019047619047619048,255
0.001927437641723356,255
0.0019501133786848073,255
0.0019727891156462586,255
0.00199546485260771,255
0.002018140589569161,255
0.0020408163265306124,255
0.0020634920634920637,255
0.0020861678004535146,255
0.002108843537414966,255
0.002131519274376417,255
0.0021541950113378684,255
0.0021768707482993197,255
0.002199546485260771,255
0.0022222222222222222,255
0.0022448979591836735,255
0.0022675736961451248,255
0.002290249433106576,255
0.0023129251700680273,255
0.0023356009070294786,255
0.00235827664399093,255
0.002380952380952381,255
0.002403628117913832,255
0.0024263038548752833,255
0.0024489795918367346,255
0.002471655328798186,255
0.002494331065759637,255
0.0025170068027210884,255
0.0025396825396825397,255
0.002562358276643991,255
0.0025850340136054422,255
0.0026077097505668935,255
0.002630385487528345,255
0.002653061224489796,255
0.0026757369614512473,255
0.0026984126984126986,255
0.0027210884353741495,255
0.0027437641723356007,255
0.002766439909297052,255
0.0027891156462585033,255
0.0028117913832199546,255
0.002834467120181406,255
0.002857142857142857,255
0.0028798185941043084,255
0.0029024943310657597,255
0.002925170068027211,255
0.0029478458049886623,255
0.0029705215419501135,255
0.002993197278911565,255
0.003015873015873016,255
0.003038548752834467,255
0.003061224489795918,255
0.0030839002267573695,255
0.0031065759637188208,255
0.003129251700680272,255
0.0031519274376417233,255
0.0031746031746031746,255
0.003197278911564626,255
0.003219954648526077,255
0.0032426303854875284,255
0.0032653061224489797,255
0.003287981859410431,255
0.0033106575963718823,255
0.0033333333333333335,255
0.0033560090702947844,255
0.0033786848072562357,255
0.003401360544217687,255
0.0034240362811791382,255
0.0034467120181405895,255
0.0034693877551020408,255
0.003492063492063492,255
0.0035147392290249433,255
0.0035374149659863946,255
0.003560090702947846,255
0.003582766439909297,255
0.0036054421768707485,255
0.0036281179138321997,255
0.003650793650793651,255
0.003673469387755102,255
